;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.5;47;83;46;74;45;129;24;201
0.45;48;137;48;87;47;242;23;1029
0.4;53;201;54;116;52;387;22;2956
0.35000000000000003;55;404;55;171;60;755;22;10305
0.30000000000000004;68;685;69;280;61;1645;24;16611
0.25000000000000006;69;1247;72;447;71;3209;23;65695
0.20000000000000007;178;5961;178;2639;217;30243;23;318910
0.15000000000000008;293;10039;295;4558;325;51351;23;631635
0.10000000000000007;1805;38396;1785;17348;1968;280707;24;1518377
