;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;970;3016;2176;2497;8416
0.009000000000000001;863;3231;1809;2848;11140
0.008;867;3865;4220;3025;14745
0.007;885;4697;4377;3264;20418
0.006;858;5101;5249;3489;28251
0.005;905;6373;5606;4229;39051
0.004;989;8476;6666;5072;55974
0.003;918;11321;8577;7046;90579
0.002;929;19281;11484;8442;207810
0.001;1032;39231;6750;15087;573941
