;CloSpan;BIDEPlus;CMClaSP;ClaSP
0.2;1635.0652313232422;1090.0434646606445;1453.3973922729492;1453.397361755371
0.17500000000000002;1635.065185546875;1271.7173156738281;1453.3974227905273;1453.3973693847656
0.15000000000000002;1998.4129943847656;1453.3912353515625;1635.0712356567383;1635.071273803711
0.12500000000000003;2180.0869674682617;1694.9804229736328;1635.071273803711;1816.7451629638672
0.10000000000000003;2543.4387283325195;1998.4487533569336;1635.0712890625;2058.326347351074
0.07500000000000004;3451.8042907714844;2785.0229110717773;1816.7451858520508;2361.7669525146484
0.05000000000000004;5086.870895385742;4316.535903930664;2338.1626358032227;3237.424850463867
0.025000000000000036;4383.9967041015625;9126.788452148438;3831.244804382324;6567.868240356445
