;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;842;890;2792;1217;3716;2193
0.009000000000000001;335;885;2741;895;3979;2455
0.008;295;926;2698;855;4679;3014
0.007;300;1026;2511;1081;6139;4108
0.006;340;1442;2393;1338;8413;5693
0.005;378;1482;2472;1498;12942;9075
0.004;479;1941;2840;2022;19500;13860
0.003;708;2925;3394;3249;37385;23719
0.002;1681;5369;4570;6357;88133;55757
