;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;255;759;2262;677;3154;1996
0.009000000000000001;266;825;2337;728;3700;2373
0.008;279;897;2298;819;4427;2898
0.007;304;1013;2329;955;6081;4108
0.006;333;1214;2376;1158;8320;5680
0.005;381;1480;2458;1495;12806;8968
0.004;476;1886;2616;2016;19414;13565
0.003;678;2895;3163;3257;37319;23457
0.002;1663;5555;4537;6326;87522;55492
