;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;254;761;2261;662;3130;1990
0.009000000000000001;269;817;2277;715;3686;2361
0.008;277;895;2300;816;4426;2944
0.007;303;1016;2328;948;6080;4093
0.006;331;1193;2374;1152;8256;5671
0.005;547;1465;2453;1492;12771;8930
0.004;471;1881;2592;2010;19400;13521
0.003;682;2896;3157;3226;37103;23358
0.002;1659;5320;4550;6284;87657;55281
