;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.01;258;772;2262;681;3199;1999
0.009000000000000001;272;817;2284;737;3711;2372
0.008;278;898;2309;812;4501;2909
0.007;304;1012;2333;961;6096;4098
0.006;334;1200;2388;1159;8353;5674
0.005;396;1479;2469;1499;12822;8974
0.004;475;1906;2607;2028;19355;15688
0.003;711;2986;3913;3317;37552;24000
0.002;1662;5323;4539;6542;87723;55511
