;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;722.1948852539062;626.5027084350586;801.4062805175781;548.5404739379883;402.85974884033203;1071.819076538086;612.5806732177734;345.35179138183594
0.775;487.2546844482422;1042.3353881835938;628.8219375610352;918.85693359375;518.2711563110352;1614.7279815673828;286.6982192993164;866.2720642089844
0.75;457.66160583496094;1023.5470581054688;611.22998046875;875.5843505859375;420.9720993041992;1799.6359558105469;286.690673828125;848.1174468994141
0.725;405.47943115234375;982.7477264404297;489.7936782836914;959.8455352783203;595.238395690918;1844.761489868164;290.35398864746094;1028.8368606567383
0.7;739.4952774047852;1092.4066619873047;456.03086853027344;949.2231216430664;286.78968048095703;1820.7925872802734;290.2552947998047;1258.9448547363281
0.6749999999999999;271.65843963623047;955.1203918457031;367.0873107910156;1005.2607269287109;665.00146484375;2103.029815673828;290.2938003540039;2026.6134185791016
0.6499999999999999;888.0577545166016;1144.7226257324219;639.6099548339844;1080.4192962646484;609.296760559082;2313.6060943603516;240.02896118164062;2834.5246505737305
0.6249999999999999;609.5851669311523;1190.2782440185547;203.15180206298828;1136.3717651367188;325.9332962036133;2509.387710571289;290.1017074584961;3012.6094818115234
0.5999999999999999;871.6651458740234;1379.0273895263672;210.7147445678711;1334.8230667114258;523.5467910766602;2656.027297973633;290.3589782714844;2931.693916320801
0.5749999999999998;265.1132583618164;1204.6775131225586;709.7994155883789;1415.5646057128906;720.352294921875;2809.4591064453125;146.6412124633789;3184.350471496582
0.5499999999999998;823.6218414306641;1818.0496368408203;681.6801300048828;1867.6811218261719;897.2054748535156;2974.1512603759766;173.75775909423828;3212.8024826049805
0.5249999999999998;210.5262222290039;1565.1639709472656;233.0181121826172;2132.03458404541;648.6099014282227;2750.3371658325195;252.4966278076172;2782.9741973876953
