;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.01;1077.778076171875;907.4674987792969;1184.3564376831055;969.3275985717773;850.1913528442383
0.009000000000000001;1062.9252548217773;994.8824768066406;1187.9785232543945;975.8980484008789;861.7114028930664
0.008;1073.6282196044922;1100.8033828735352;1200.1487731933594;983.1568222045898;814.1362533569336
0.007;1073.1569900512695;1220.3221740722656;223.06867218017578;1008.9464874267578;807.5865478515625
0.006;1077.0;685.8416519165039;337.5718994140625;206.52843475341797;805.6165466308594
0.005;490.42481231689453;1116.9654159545898;498.92845916748047;374.08331298828125;816.2338027954102
0.004;499.2072067260742;917.2307281494141;580.4318008422852;444.14403533935547;119.46128845214844
0.003;504.9223327636719;1082.4633255004883;678.4049224853516;530.2412796020508;199.29730987548828
0.002;493.9146423339844;878.2918243408203;441.93035888671875;355.32361602783203;356.83827209472656
0.001;492.79595947265625;844.6443252563477;461.29332733154297;360.47034454345703;321.9785690307617
