;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;3002;3040;3215;3290;3193;2409;1562;3141
0.775;3198;4165;3168;3797;3283;5938;1677;4015
0.75;3217;5469;3212;4656;3612;9290;1611;5231
0.725;3325;7751;3432;6228;3440;12342;1562;14715
0.7;3400;8599;3385;7023;3447;16150;1537;15556
0.6749999999999999;3449;11726;3354;8610;3429;21030;1503;23052
0.6499999999999999;3300;13795;3330;10690;3501;28926;1502;68032
0.6249999999999999;3367;13618;3351;10680;3445;28100;1499;70190
0.5999999999999999;3396;14587;3549;10303;3458;28446;1514;61178
0.5749999999999998;3388;14929;3391;11143;3451;30661;1564;59538
0.5499999999999998;3374;23242;3593;14509;3691;53999;1499;123218
0.5249999999999998;3617;38656;3388;20524;3752;94176;1499;135564
