;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;2922;2935;2887;3126;3145;1989;1425;2990
0.775;3090;3930;3121;3755;3301;4612;1448;4072
0.75;3146;5201;3210;4615;3249;8393;1532;4797
0.725;3284;7516;3185;6159;3346;11258;1445;13617
0.7;3421;8769;3179;6731;3328;14492;1436;13761
0.6749999999999999;3304;10955;3435;7917;3319;19724;1437;21708
0.6499999999999999;3485;14218;3348;9620;3530;25698;1443;62859
0.6249999999999999;3358;13907;3422;9731;3421;26438;1453;63472
0.5999999999999999;3247;13100;3246;10121;3317;25792;1435;58185
0.5749999999999998;3301;14349;3219;10811;3437;27538;1493;68035
0.5499999999999998;3231;23180;3253;13868;3352;49945;1523;116800
0.5249999999999998;3489;39143;3494;19809;3507;90106;1436;120972
