;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.01;1234.1374816894531;1234.1482315063477;1234.1374816894531;1234.1375198364258;1234.1374740600586;528.9160614013672;528.9160614013672;1234.1613159179688
0.009000000000000001;1234.1375274658203;1234.1480712890625;1234.137451171875;1234.1375350952148;1234.1374588012695;528.9160614013672;528.9160614013672;1234.1374588012695
0.008;1234.137466430664;1234.1480865478516;1234.1374816894531;1234.1375045776367;1234.1374740600586;528.9160614013672;528.9160461425781;1234.1374969482422
0.007;1234.137466430664;1234.148094177246;1234.137451171875;1234.4247436523438;1234.1374893188477;528.9160614013672;528.9160614013672;1326.3025360107422
0.006;1234.1374816894531;1234.1480712890625;1234.137466430664;1234.1375427246094;1234.1374740600586;528.9160614013672;528.9160461425781;1410.4428176879883
0.005;1234.1375122070312;1234.1480865478516;1234.1375122070312;1326.302505493164;1234.1374740600586;528.9160614013672;528.9160614013672;1410.44287109375
0.004;1234.1374893188477;1410.4539031982422;1234.1375122070312;1410.442855834961;1234.1374588012695;528.9160614013672;528.9160614013672;1410.443489074707
0.003;1234.137451171875;1410.454360961914;1234.137466430664;1410.44287109375;1234.137451171875;528.9160614013672;528.9160461425781;1586.7488479614258
0.002;1234.137466430664;1410.4605026245117;1234.1374816894531;1410.4428405761719;1234.1374893188477;705.2214202880859;528.9160614013672;1763.0535888671875
0.001;1234.1375122070312;1586.758773803711;1234.1375274658203;1586.7513427734375;1234.137451171875;705.2214202880859;528.9160461425781;2291.9734115600586
