;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;5191.079322814941;4526.104522705078;5245.021469116211;5264.350143432617;5267.495918273926;1581.0465774536133;4042.513572692871;5272.2164306640625
0.775;5321.290794372559;5797.596702575684;5324.520301818848;6138.555564880371;5284.157409667969;2635.973663330078;4023.043113708496;6122.022216796875
0.75;5323.048774719238;6832.693084716797;5323.549827575684;6726.137451171875;5323.305648803711;3737.4667053222656;4071.237564086914;6741.266265869141
0.725;5353.289878845215;8495.320434570312;5373.322265625;7833.763618469238;5350.93000793457;4991.269775390625;4056.904457092285;9011.795501708984
0.7;5524.359535217285;9032.306076049805;5514.790969848633;8677.869743347168;5307.047660827637;6023.677047729492;4060.9201889038086;9017.525375366211
0.6749999999999999;5527.33056640625;9032.306076049805;5517.814163208008;9032.306076049805;5355.765182495117;8000.5166091918945;4080.449478149414;9032.306198120117
0.6499999999999999;5446.6630935668945;8960.767570495605;5475.009788513184;9032.306076049805;5447.223274230957;9032.306076049805;4071.7360763549805;9032.306198120117
0.6249999999999999;5545.511123657227;9024.839332580566;5473.179534912109;8698.312576293945;5276.28498840332;8958.10456085205;4094.6358947753906;9032.306198120117
0.5999999999999999;5541.515335083008;9032.306076049805;5511.227958679199;8898.384864807129;5296.740142822266;8973.344818115234;4101.2333984375;9032.306198120117
0.5749999999999998;5541.552352905273;9032.306076049805;5530.339820861816;9032.306076049805;5289.747184753418;8446.702949523926;4101.858093261719;9032.306198120117
0.5499999999999998;5541.9340744018555;9032.306076049805;5538.8892822265625;8888.545989990234;5354.5663986206055;9032.306076049805;4160.932144165039;9032.306198120117
0.5249999999999998;5540.770538330078;9032.306076049805;5418.249488830566;9032.305320739746;5292.377243041992;9008.444297790527;4139.438346862793;9032.305442810059
