;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;516;897;2378;806;1659;850
0.17500000000000002;548;930;2355;861;2025;957
0.15000000000000002;594;979;2376;924;2626;1163
0.12500000000000003;678;1106;2422;1043;3947;1631
0.10000000000000003;758;1241;2477;1262;5547;2187
0.07500000000000004;940;1526;2568;1591;8251;3171
0.05000000000000004;1303;2055;2805;2709;16124;6219
0.025000000000000036;2660;3959;4070;7482;43134;18699
