;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;512;888;2337;808;1657;847
0.17500000000000002;547;916;2363;862;2020;959
0.15000000000000002;588;1010;2380;929;2623;1166
0.12500000000000003;672;1068;2422;1039;3929;1635
0.10000000000000003;756;1229;2471;1212;5573;2203
0.07500000000000004;952;1516;2558;1588;8305;3175
0.05000000000000004;1297;2027;2790;2710;16181;6223
0.025000000000000036;2606;3897;4085;7472;42907;18740
