;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
5000;3490;3490;3490;3490;3490;3490
10000;4065;4065;4065;4065;4065;4065
15000;3802;3802;3802;3802;3802;3802
20000;3961;3961;3961;3961;3961;3961
25000;3883;3883;3883;3883;3883;3883
30000;4009;4009;4009;4009;4009;4009
35000;4027;4027;4027;4027;4027;4027
40000;4064;4064;4064;4064;4064;4064
