;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.5;184.1676483154297;184.1676483154297;184.1676483154297;184.1676483154297;368.4976501464844;184.1676483154297;184.1676483154297;368.33531951904297
0.45;184.1676483154297;184.1676483154297;184.1676483154297;184.1676483154297;184.1676483154297;184.1676483154297;184.1676483154297;1289.1797180175781
0.4;184.1676483154297;368.35118103027344;184.1676483154297;184.1676483154297;368.4976501464844;184.1676483154297;184.1676483154297;3683.3619079589844
0.35000000000000003;184.1676483154297;368.3353042602539;184.1676483154297;368.35118103027344;184.1676483154297;368.33531188964844;184.1676483154297;9216.5
0.30000000000000004;184.2244644165039;552.6754989624023;184.2244644165039;368.4489288330078;184.2244644165039;552.6890335083008;184.2244644165039;9213.908470153809
0.25000000000000006;184.2413787841797;1105.4737854003906;184.2413787841797;552.7282104492188;184.2413787841797;736.9889678955078;184.2413787841797;9213.908470153809
0.20000000000000007;368.40330505371094;5526.114692687988;367.85150146484375;3310.68807220459;367.85143280029297;4966.073631286621;367.4769058227539;9213.908470153809
0.15000000000000008;552.5610961914062;8841.061218261719;552.7117156982422;5342.940452575684;736.5046844482422;7549.3246994018555;548.4778747558594;9213.908470153809
0.10000000000000007;2762.6757888793945;9213.90828704834;2739.963493347168;9213.90828704834;3120.438331604004;9213.908294677734;2938.165458679199;9213.908409118652
