;FPClose;Charm;LCM;DCIClosed;AprioriClose
0.5;51;31;73;120;67
0.45;48;52;109;149;110
0.4;51;81;140;214;191
0.35000000000000003;51;145;222;295;320
0.30000000000000004;57;243;318;412;682
0.25000000000000006;68;395;504;570;1332
0.20000000000000007;70;688;954;824;11652
0.15000000000000008;81;1266;1472;1191;22681
0.10000000000000007;190;2968;2716;1797;409075
