;PrefixSpan;SPADE;CMSPADE;CMSPAM;LAPIN;SPAM
0.2;147;249;467;267;796;309
0.17500000000000002;155;267;398;325;863;360
0.15000000000000002;180;295;414;373;1195;465
0.12500000000000003;216;352;446;467;1585;630
0.10000000000000003;264;420;485;679;2785;1043
0.07500000000000004;419;580;677;1079;4240;1813
0.05000000000000004;836;1042;816;2143;7553;3122
0.025000000000000036;2210;2552;2198;6553;23082;10315
