;CloSpan;CMClaSP;BIDE;ClaSP
0.2;814;590;314;722
0.17500000000000002;632;521;266;583
0.15000000000000002;792;478;335;724
0.12500000000000003;1087;568;508;896
0.10000000000000003;1582;758;692;1275
0.07500000000000004;2647;1167;1262;2124
0.05000000000000004;4996;2007;2662;4523
0.025000000000000036;15467;7595;9926;9466
