;CloSpan;CMClaSP;BIDE;ClaSP
0.2;484;348;208;487
0.17500000000000002;581;393;251;566
0.15000000000000002;757;468;326;722
0.12500000000000003;1022;558;455;885
0.10000000000000003;1519;766;731;1284
0.07500000000000004;2596;1187;1192;1740
0.05000000000000004;4980;2207;2846;3233
0.025000000000000036;15977;5741;9245;9274
