;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;4533;4273;3577;3499;3589;2680;2303;4498
0.775;3492;4719;3871;4725;3794;10849;1666;4740
0.75;3822;6043;3663;5425;3940;14010;1636;5591
0.725;3897;7745;3931;6714;4134;12491;1779;17311
0.7;3843;8627;3692;10283;3737;15865;1609;15036
0.6749999999999999;3611;10127;3788;13395;3833;27791;1608;30305
0.6499999999999999;3821;14616;4100;11705;3865;36100;1692;67899
0.6249999999999999;4021;18679;3696;11377;4079;36887;1768;65325
0.5999999999999999;4003;17219;3623;12180;3797;32736;1709;66651
0.5749999999999998;3590;17698;3812;12086;3851;35612;1705;73244
0.5499999999999998;3674;27953;4183;17380;3987;63584;1664;135926
0.5249999999999998;3701;43944;4029;23030;3862;115341;1640;142363
