;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;8598;4276;3480;3594;3559;9750;2425;3853
0.775;5005;12044;4429;5604;4863;16427;2133;5465
0.75;4840;6760;3815;6047;3745;18482;2832;7295
0.725;5986;10394;4330;10335;4337;24782;2024;18009
0.7;4607;9281;4166;9768;4118;27089;1690;17330
0.6749999999999999;4638;12549;3780;11896;4074;30344;1537;35493
0.6499999999999999;4404;19782;3988;16527;4104;36622;1715;94790
0.6249999999999999;6033;27039;7274;19826;6095;52070;1953;103163
0.5999999999999999;4249;18143;4306;21468;4978;42676;1589;86452
0.5749999999999998;4366;16981;4743;15048;4325;39131;1531;98312
0.5499999999999998;3990;35850;5454;20001;3915;77004;1506;160249
0.5249999999999998;5781;45952;5099;25405;4037;116391;1839;158433
