;PrePost+;LCMFreq;PrePost;H-Mine;FPGrowth;Eclat;Apriori;Relim
0.8;9464;4040;6709;4164;4107;8707;2439;4863
0.775;4649;11348;5395;6255;4851;14624;3363;4998
0.75;4891;6828;4624;6351;4413;19260;3002;5666
0.725;5011;9305;4303;11640;4647;23818;1779;18778
0.7;6129;10088;4724;9309;4078;24280;1875;20189
0.6749999999999999;5054;16910;3851;15198;4170;30985;2296;30811
0.6499999999999999;4927;19164;5028;14296;4100;39973;1828;85300
0.6249999999999999;4078;20525;4676;13212;4354;33912;1951;78344
0.5999999999999999;4060;14219;4296;11885;4134;35003;1877;92217
0.5749999999999998;4213;16095;3703;14515;3998;35685;1819;77031
0.5499999999999998;4768;34309;4370;21371;6642;79876;2567;187803
0.5249999999999998;5631;52379;5031;29030;5044;141272;2218;188380
